Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
6132.0,43399.0,2009-07-30,High,35.0,59.66,0.05,Regular Air,-33.34,1.68,1.57,Cari MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2009-07-31
6133.0,43399.0,2009-07-30,High,2.0,377.016,0.1,Delivery Truck,-201.27599999999998,218.75,69.64,Cari MacIntyre,Ontario,Ontario,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2009-08-01
6134.0,43399.0,2009-07-30,High,8.0,124.7,0.0,Regular Air,31.94,15.04,1.97,Cari MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,2009-08-01
6189.0,43875.0,2011-12-07,Critical,24.0,382.19,0.03,Express Air,11.39,14.42,6.75,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,2011-12-10
6190.0,43875.0,2011-12-07,Critical,17.0,2573.92,0.07,Delivery Truck,117.23,150.98,143.71,Melanie Page,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,2011-12-09
6191.0,43875.0,2011-12-07,Critical,40.0,727.64,0.01,Regular Air,27.64,17.98,8.51,Melanie Page,Ontario,Ontario,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2011-12-09
6192.0,43875.0,2011-12-07,Critical,16.0,2795.004,0.02,Regular Air,311.09400000000005,195.99,8.99,Melanie Page,Ontario,Ontario,Corporate,Technology,Telephones and Communication,A1228,Small Box,0.58,2011-12-08
6193.0,43875.0,2011-12-07,Critical,25.0,2564.5775,0.07,Regular Air,331.29,125.99,7.69,Melanie Page,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2011-12-09
6237.0,44197.0,2009-01-20,High,27.0,3970.33,0.02,Delivery Truck,-229.79,140.98,53.48,Cynthia Arntzen,Ontario,Ontario,Small Business,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,2009-01-23
6242.0,44229.0,2010-05-14,Medium,39.0,185.69,0.02,Regular Air,50.16,4.84,0.71,Erin Smith,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2010-05-14
6268.0,44386.0,2012-04-09,Medium,27.0,129.06,0.1,Regular Air,-75.1295,4.91,4.97,Chris Selesnick,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38,2012-04-11
6269.0,44386.0,2012-04-09,Medium,43.0,1236.64,0.01,Regular Air,518.81,28.48,1.99,Chris Selesnick,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2012-04-11
6272.0,44390.0,2010-12-03,Not Specified,32.0,3234.1,0.03,Regular Air,2033.5,99.23,8.99,Noel Staavos,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,2010-12-05
6303.0,44612.0,2011-03-13,High,6.0,428.723,0.06,Regular Air,-147.719,85.99,1.25,Dean Braden,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,2011-03-15
6307.0,44614.0,2010-06-14,Low,18.0,55.35,0.0,Express Air,-56.63,2.22,5.0,George Bell,Ontario,Ontario,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55,2010-06-18
6308.0,44614.0,2010-06-14,Low,27.0,700.35,0.06,Regular Air,-123.01,26.31,5.89,George Bell,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,2010-06-23
6309.0,44615.0,2010-05-09,Medium,19.0,36.37,0.07,Regular Air,-10.258,1.88,1.49,Edward Becker,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2010-05-10
6331.0,44864.0,2010-06-17,Low,25.0,187.55,0.1,Regular Air,-171.41,7.77,9.23,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,2010-06-24
6336.0,44900.0,2010-02-09,Medium,4.0,47.03,0.08,Regular Air,-12.03,11.19,5.03,Joni Sundaresam,Ontario,Ontario,Home Office,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,0.37,2010-02-10
6340.0,44960.0,2011-05-03,Low,16.0,112.91,0.04,Regular Air,-72.81,6.48,8.4,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,2011-05-05
6341.0,44960.0,2011-05-03,Low,22.0,180.92,0.1,Regular Air,-82.54,8.57,6.14,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,Small Pack,0.59,2011-05-03
6342.0,44960.0,2011-05-03,Low,17.0,31.68,0.04,Regular Air,-23.69,1.7,1.99,Tamara Chand,Ontario,Ontario,Consumer,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack,0.51,2011-05-07
6346.0,44992.0,2012-12-24,Critical,32.0,1673.53,0.0,Regular Air,524.73,51.98,10.17,Anthony Witt,Ontario,Ontario,Corporate,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37,2012-12-26
6347.0,44992.0,2012-12-24,Critical,32.0,7110.24,0.06,Delivery Truck,-536.166,218.75,69.64,Anthony Witt,Ontario,Ontario,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,2012-12-26
6359.0,45125.0,2012-05-28,Critical,6.0,975.5,0.09,Delivery Truck,-252.01,160.98,35.02,Erin Smith,Ontario,Ontario,Home Office,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,2012-05-29
6360.0,45125.0,2012-05-28,Critical,32.0,4834.8,0.0,Regular Air,1193.112,175.99,4.99,Erin Smith,Ontario,Ontario,Home Office,Technology,Telephones and Communication,5165,Small Box,0.59,2012-05-29
6371.0,45190.0,2010-11-19,High,13.0,2084.96,0.0,Delivery Truck,135.26,150.98,43.71,George Ashbrook,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55,2010-11-19
6401.0,45414.0,2009-02-11,Critical,17.0,1002.73,0.08,Regular Air,-563.86,60.98,49.0,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,2009-02-12
6429.0,45700.0,2012-11-13,High,43.0,1704.58,0.02,Regular Air,518.48,38.06,4.5,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Small Box,0.56,2012-11-13
6443.0,45824.0,2009-12-06,Not Specified,44.0,6123.48,0.08,Regular Air,1232.79,140.81,24.49,Duane Huffman,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,2009-12-08
6461.0,45991.0,2011-02-14,Low,1.0,131.27,0.1,Delivery Truck,-68.16,100.98,35.84,George Ashbrook,Ontario,Ontario,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2011-02-16
6462.0,45991.0,2011-02-14,Low,50.0,196.39,0.07,Regular Air,82.6,4.13,0.5,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 506,Small Box,0.39,2011-02-18
6502.0,46307.0,2011-02-06,Medium,32.0,643.53,0.05,Regular Air,175.97,19.98,5.77,Jonathan Howell,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2011-02-06
6503.0,46307.0,2011-02-06,Medium,27.0,1217.77,0.01,Regular Air,283.14,42.76,6.22,Jonathan Howell,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,,2011-02-09
6524.0,46434.0,2010-04-01,Critical,34.0,800.39,0.06,Regular Air,270.2915,24.95,2.99,David Philippe,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,2010-04-02
6527.0,46466.0,2012-02-21,Medium,7.0,271.27,0.05,Regular Air,71.31,37.93,13.99,Matt Hagelstein,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Wrap Bag,0.67,2012-02-22
6538.0,46528.0,2009-12-06,Medium,43.0,2980.15,0.05,Express Air,-865.98,70.71,37.58,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78,2009-12-08
6539.0,46528.0,2009-12-06,Medium,23.0,476.04,0.01,Regular Air,57.25,18.97,9.54,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2009-12-09
6558.0,46626.0,2012-06-27,Low,8.0,825.96,0.01,Delivery Truck,-276.95,95.98,58.2,Magdelene Morse,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,0.58,2012-07-01
6581.0,46853.0,2009-05-22,Low,22.0,5648.69,0.03,Regular Air,1489.8,256.99,11.25,Eudokia Martin,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Small Box,0.51,2009-05-22
6582.0,46855.0,2010-03-05,High,32.0,53.34,0.04,Regular Air,-4.68,1.68,0.7,Darren Budd,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag,0.68,2010-03-06
6595.0,46919.0,2009-06-18,Low,31.0,4483.92,0.07,Regular Air,174.61,152.48,6.5,Jesus Ocampo,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.74,2009-06-20
6599.0,46977.0,2012-05-07,Medium,10.0,50.42,0.06,Regular Air,7.2505,4.82,1.49,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,2012-05-09
6600.0,46977.0,2012-05-07,Medium,19.0,2980.372,0.02,Regular Air,494.63100000000003,175.99,8.99,Allen Golden,Ontario,Ontario,Consumer,Technology,Telephones and Communication,2180,Small Box,0.57,2012-05-09
6612.0,47041.0,2012-04-01,Not Specified,35.0,154.0,0.08,Regular Air,-7.08,4.63,1.93,Cynthia Arntzen,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,2012-04-03
6650.0,47301.0,2011-07-17,Low,6.0,460.71,0.02,Regular Air,-231.95,70.98,35.0,Eileen Kiefer,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Sensible Storage WireTech Storage Systems,Large Box,0.8,2011-07-22
6701.0,47714.0,2011-03-10,Medium,29.0,2946.05,0.06,Delivery Truck,-690.21,105.49,41.64,Philip Brown,Ontario,Ontario,Corporate,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box,0.75,2011-03-11
6742.0,48003.0,2012-01-26,Medium,30.0,183.33,0.05,Regular Air,-106.54,5.98,4.38,Darren Budd,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75,2012-01-28
6743.0,48003.0,2012-01-26,Medium,12.0,88.06,0.04,Regular Air,-69.05,6.48,9.68,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,2012-01-28
6766.0,48195.0,2010-11-27,Not Specified,35.0,3337.5164999999997,0.07,Regular Air,850.536,115.99,2.5,Ruben Ausman,Ontario,Ontario,Corporate,Technology,Telephones and Communication,6162m,Small Box,0.57,2010-11-28
6767.0,48195.0,2010-11-27,Not Specified,35.0,1018.4019999999999,0.09,Regular Air,296.865,35.99,5.99,Ruben Ausman,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,2010-11-27
6768.0,48195.0,2010-11-27,Not Specified,47.0,2679.1234999999997,0.01,Regular Air,47.277,65.99,19.99,Ruben Ausman,Ontario,Ontario,Corporate,Technology,Telephones and Communication,iDENi80s,Small Box,0.59,2010-11-28
6789.0,48357.0,2009-03-28,Not Specified,16.0,2365.43,0.04,Regular Air,619.71,150.98,13.99,Eileen Kiefer,Ontario,Ontario,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,2009-03-28
6826.0,48615.0,2012-12-03,Low,4.0,16.91,0.08,Regular Air,0.21000000000000085,4.13,0.5,George Bell,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 506,Small Box,0.39,2012-12-07
6827.0,48615.0,2012-12-03,Low,8.0,464.66,0.04,Regular Air,219.02,54.74,14.83,George Bell,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box,0.54,2012-12-08
6831.0,48642.0,2010-02-01,High,4.0,37.73,0.06,Regular Air,-13.72,8.67,3.5,Matt Collister,Ontario,Ontario,Home Office,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,2010-02-03
6832.0,48642.0,2010-02-01,High,5.0,519.69,0.02,Express Air,-122.09,100.98,7.18,Matt Collister,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4,2010-02-02
6842.0,48710.0,2009-11-25,Medium,4.0,29.24,0.01,Regular Air,-1.73,6.98,1.6,Cynthia Arntzen,Ontario,Ontario,Home Office,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag,0.38,2009-11-26
6888.0,49094.0,2012-09-03,Critical,31.0,846.85,0.03,Regular Air,-25.98,27.48,4.0,Brian Stugart,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2012-09-05
6891.0,49125.0,2009-03-29,Not Specified,29.0,177.41,0.05,Express Air,-116.05,5.78,7.64,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,2009-03-31
6898.0,49216.0,2009-03-19,High,28.0,96.71,0.01,Regular Air,-72.44,3.28,3.97,Noah Childs,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2009-03-19
6940.0,49538.0,2010-03-17,Low,29.0,730.51,0.08,Regular Air,217.57,26.38,5.58,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62,2010-03-21
6953.0,49730.0,2009-01-04,High,3.0,1039.56,0.06,Delivery Truck,-394.69,350.98,30.0,Dave Hallsten,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61,2009-01-05
6985.0,49924.0,2011-05-25,Critical,48.0,204.15,0.07,Regular Air,-155.526,4.24,5.41,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,2011-05-27
6986.0,49924.0,2011-05-25,Critical,13.0,33.11,0.08,Regular Air,-35.96,2.23,4.57,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon Pizzaz™ Desk Accessories,Small Pack,0.41,2011-05-27
7046.0,50306.0,2011-05-20,Medium,34.0,2010.89,0.09,Regular Air,564.0685,63.98,11.55,Anemone Ratner,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind P50 Personal Binding Machine,Small Box,0.38,2011-05-22
7088.0,50566.0,2011-09-07,Not Specified,48.0,389.28,0.1,Regular Air,-37.43,8.67,3.5,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,2011-09-09
7126.0,50823.0,2009-07-21,Low,12.0,1244.72,0.04,Regular Air,269.94,100.98,7.18,Nancy Lomonaco,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4,2009-07-26
7131.0,50854.0,2011-12-17,Critical,27.0,137.5,0.07,Regular Air,-64.239,4.98,4.95,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37,2011-12-17
7132.0,50854.0,2011-12-17,Critical,12.0,5744.24,0.09,Delivery Truck,1118.17,500.98,28.14,Dan Lawera,Ontario,Ontario,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,2011-12-19
7133.0,50854.0,2011-12-17,Critical,42.0,452.15,0.06,Express Air,25.79,10.98,3.37,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,2011-12-17
7163.0,51109.0,2012-11-08,High,28.0,112.05,0.04,Regular Air,26.21,4.0,1.3,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,2012-11-10
7204.0,51395.0,2010-06-09,Low,26.0,78.22,0.03,Regular Air,32.5,2.88,0.5,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 484,Small Box,0.36,2010-06-14
7205.0,51395.0,2010-06-09,Low,10.0,51.65,0.1,Regular Air,-32.13,4.98,5.49,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2010-06-13
7234.0,51559.0,2012-03-04,Low,34.0,823.98,0.09,Regular Air,129.81,25.98,4.08,David Philippe,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Boston 1799 Powerhouse™ Electric Pencil Sharpener,Small Pack,0.57,2012-03-13
7262.0,51813.0,2012-12-21,Not Specified,13.0,1390.17,0.07,Regular Air,-469.84,110.98,35.0,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B",Large Box,0.82,2012-12-23
7276.0,51937.0,2009-02-27,High,39.0,11613.13,0.05,Delivery Truck,2816.21,294.62,42.52,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57,2009-02-27
7307.0,52098.0,2010-03-10,Medium,19.0,812.06,0.0,Regular Air,220.065,39.06,10.55,Darren Budd,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum,0.61,2010-03-10
7308.0,52102.0,2010-09-12,Medium,8.0,104.27,0.03,Regular Air,-23.61,11.97,5.81,Philip Brown,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2010-09-12
7312.0,52135.0,2010-03-24,Low,38.0,3922.96,0.04,Regular Air,863.57,99.99,19.99,Jeremy Ellison,Ontario,Ontario,Small Business,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,2010-03-26
7315.0,52162.0,2011-11-01,Not Specified,39.0,261.16,0.07,Regular Air,-220.3,6.48,9.68,Darren Budd,Ontario,Ontario,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,2011-11-01
7316.0,52162.0,2011-11-01,Not Specified,47.0,155.22,0.07,Regular Air,23.34,3.29,1.35,Darren Budd,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,2011-11-02
7332.0,52256.0,2010-11-04,Not Specified,23.0,1236.954,0.06,Regular Air,119.88900000000001,65.99,4.2,Cari MacIntyre,Ontario,Ontario,Corporate,Technology,Telephones and Communication,5170,Small Box,0.59,2010-11-06
7354.0,52391.0,2009-12-12,High,36.0,1072.36,0.04,Regular Air,440.48,29.14,4.86,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38,2009-12-14
7355.0,52391.0,2009-12-12,High,39.0,857.84,0.02,Regular Air,-309.43,20.89,11.52,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,2009-12-14
7384.0,52642.0,2011-06-14,Low,9.0,742.84,0.01,Delivery Truck,-320.7,70.98,59.81,Magdelene Morse,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Jumbo Drum,0.6,2011-06-18
7385.0,52642.0,2011-06-14,Low,14.0,2070.68,0.03,Regular Air,-281.67,152.48,4.0,Magdelene Morse,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2011-06-21
7386.0,52642.0,2011-06-14,Low,15.0,764.13,0.09,Regular Air,276.98,55.98,4.86,Magdelene Morse,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1908,Small Box,0.36,2011-06-21
7387.0,52645.0,2012-03-07,Low,11.0,64.34,0.09,Regular Air,-8.37,5.85,2.27,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,2012-03-12
7388.0,52645.0,2012-03-07,Low,10.0,693.02,0.07,Regular Air,97.36,70.97,3.5,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2012-03-16
7399.0,52711.0,2011-09-23,Not Specified,37.0,201.14,0.08,Regular Air,-51.25,5.81,3.37,Aimee Bixby,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,2011-09-23
7412.0,52896.0,2010-10-22,High,9.0,48.26,0.09,Express Air,2.76,5.18,2.04,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,2010-10-24
7413.0,52896.0,2010-10-22,High,6.0,1718.43,0.0,Delivery Truck,-192.492,259.71,66.67,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.65,2010-10-23
7432.0,52999.0,2012-04-25,Not Specified,5.0,43.61,0.04,Express Air,22.85,7.59,4.0,Eugene Hildebrand,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2012-04-27
7433.0,52999.0,2012-04-25,Not Specified,39.0,343.05,0.05,Regular Air,98.86,9.11,2.15,Eugene Hildebrand,Ontario,Ontario,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,2012-04-27
7434.0,52999.0,2012-04-25,Not Specified,7.0,44.63,0.1,Regular Air,-21.19,5.78,5.67,Eugene Hildebrand,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1978,Small Box,0.36,2012-04-25
7463.0,53254.0,2009-08-18,Medium,34.0,5442.142,0.0,Regular Air,1640.295,175.99,4.99,Noel Staavos,Ontario,Ontario,Home Office,Technology,Telephones and Communication,5165,Small Box,0.59,2009-08-21
7464.0,53281.0,2009-04-02,Critical,40.0,14075.99,0.08,Delivery Truck,1894.14,355.98,58.92,Philip Brown,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,2009-04-04
7466.0,53285.0,2012-05-24,Critical,6.0,1042.96,0.04,Regular Air,163.8035,165.98,19.99,Eudokia Martin,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4,2012-05-26
7467.0,53312.0,2009-07-04,Medium,23.0,8413.23,0.05,Regular Air,2464.75,363.25,19.99,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,2009-07-06
7468.0,53312.0,2009-07-04,Medium,30.0,105.45,0.06,Regular Air,-173.36,3.34,7.49,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Wrap Bag,0.54,2009-07-05
7514.0,53637.0,2011-03-17,High,12.0,451.09,0.1,Express Air,61.27,39.98,9.83,Erin Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,2011-03-18
7521.0,53698.0,2012-06-16,Medium,10.0,55.33,0.0,Express Air,13.38,4.84,0.71,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2012-06-17
7577.0,54183.0,2012-04-15,Critical,32.0,2773.71,0.02,Express Air,1097.25,82.99,5.5,Mike Caudle,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.44,2012-04-17
7578.0,54183.0,2012-04-15,Critical,9.0,113.89,0.02,Regular Air,-52.25,11.66,8.99,Mike Caudle,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,2012-04-16
7583.0,54245.0,2011-03-24,Medium,5.0,83.3,0.09,Regular Air,-114.90599999999999,20.99,2.5,Cari MacIntyre,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,2011-03-25
7592.0,54339.0,2012-05-02,Low,48.0,3005.74,0.02,Express Air,1053.21,59.98,3.99,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2012-05-09
7593.0,54339.0,2012-05-02,Low,41.0,2209.5155,0.06,Regular Air,458.62199999999996,65.99,5.31,Alan Hwang,Ontario,Ontario,Corporate,Technology,Telephones and Communication,3390,Small Box,0.57,2012-05-07
